+----------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+---------------------------------------------------------------+--------+-----------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+----------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+---------------------------------------------------------------+--------+-----------------------------------------------------------------------------+
| Mod name                         | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                                  | Exists | Ore Dict keys                                                               |
| Botania                          | botania:biomestonea13stairs                                  |    2067 |    false |    7381 |         0 | Metamorphic Desert Cobblestone Stairs                         | true   |                                                                             |
| Botania                          | botania:biomestonea14slab                                    |    2071 |    false |    7384 |         0 | Metamorphic Taiga Cobblestone Slab                            | true   |                                                                             |
| Botania                          | botania:biomestonea14slabfull                                |    2072 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea14stairs                                  |    2070 |    false |    7383 |         0 | Metamorphic Taiga Cobblestone Stairs                          | true   |                                                                             |
| Botania                          | botania:biomestonea15slab                                    |    2074 |    false |    7386 |         0 | Metamorphic Mesa Cobblestone Slab                             | true   |                                                                             |
| Botania                          | botania:biomestonea15slabfull                                |    2075 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea15stairs                                  |    2073 |    false |    7385 |         0 | Metamorphic Mesa Cobblestone Stairs                           | true   |                                                                             |
| Botania                          | botania:biomestonea1slab                                     |    2032 |    false |    7358 |         0 | Metamorphic Plains Stone Slab                                 | true   |                                                                             |
| Botania                          | botania:biomestonea1slabfull                                 |    2033 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea1stairs                                   |    2031 |    false |    7357 |         0 | Metamorphic Plains Stone Stairs                               | true   |                                                                             |
| Botania                          | botania:biomestonea2slab                                     |    2035 |    false |    7360 |         0 | Metamorphic Mountain Stone Slab                               | true   |                                                                             |
| Botania                          | botania:biomestonea2slabfull                                 |    2036 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea2stairs                                   |    2034 |    false |    7359 |         0 | Metamorphic Mountain Stone Stairs                             | true   |                                                                             |
| Botania                          | botania:biomestonea3slab                                     |    2038 |    false |    7362 |         0 | Metamorphic Fungal Stone Slab                                 | true   |                                                                             |
| Botania                          | botania:biomestonea3slabfull                                 |    2039 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea3stairs                                   |    2037 |    false |    7361 |         0 | Metamorphic Fungal Stone Stairs                               | true   |                                                                             |
| Botania                          | botania:biomestonea4slab                                     |    2041 |    false |    7364 |         0 | Metamorphic Swamp Stone Slab                                  | true   |                                                                             |
| Botania                          | botania:biomestonea4slabfull                                 |    2042 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea4stairs                                   |    2040 |    false |    7363 |         0 | Metamorphic Swamp Stone Stairs                                | true   |                                                                             |
| Botania                          | botania:biomestonea5slab                                     |    2044 |    false |    7366 |         0 | Metamorphic Desert Stone Slab                                 | true   |                                                                             |
| Botania                          | botania:biomestonea5slabfull                                 |    2045 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea5stairs                                   |    2043 |    false |    7365 |         0 | Metamorphic Desert Stone Stairs                               | true   |                                                                             |
| Botania                          | botania:biomestonea6slab                                     |    2047 |    false |    7368 |         0 | Metamorphic Taiga Stone Slab                                  | true   |                                                                             |
| Botania                          | botania:biomestonea6slabfull                                 |    2048 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea6stairs                                   |    2046 |    false |    7367 |         0 | Metamorphic Taiga Stone Stairs                                | true   |                                                                             |
| Botania                          | botania:biomestonea7slab                                     |    2050 |    false |    7370 |         0 | Metamorphic Mesa Stone Slab                                   | true   |                                                                             |
| Botania                          | botania:biomestonea7slabfull                                 |    2051 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea7stairs                                   |    2049 |    false |    7369 |         0 | Metamorphic Mesa Stone Stairs                                 | true   |                                                                             |
| Botania                          | botania:biomestonea8slab                                     |    2053 |    false |    7372 |         0 | Metamorphic Forest Cobblestone Slab                           | true   |                                                                             |
| Botania                          | botania:biomestonea8slabfull                                 |    2054 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea8stairs                                   |    2052 |    false |    7371 |         0 | Metamorphic Forest Cobblestone Stairs                         | true   |                                                                             |
| Botania                          | botania:biomestonea9slab                                     |    2056 |    false |    7374 |         0 | Metamorphic Plains Cobblestone Slab                           | true   |                                                                             |
| Botania                          | botania:biomestonea9slabfull                                 |    2057 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestonea9stairs                                   |    2055 |    false |    7373 |         0 | Metamorphic Plains Cobblestone Stairs                         | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |         0 | Metamorphic Forest Stone Bricks                               | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |         1 | Metamorphic Plains Stone Bricks                               | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |        10 | Chiseled Metamorphic Mountain Stone Brick                     | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |        11 | Chiseled Metamorphic Fungal Stone Brick                       | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |        12 | Chiseled Metamorphic Swamp Stone Brick                        | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |        13 | Chiseled Metamorphic Desert Stone Brick                       | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |        14 | Chiseled Metamorphic Taiga Stone Brick                        | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |        15 | Chiseled Metamorphic Mesa Stone Brick                         | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |         2 | Metamorphic Mountain Stone Bricks                             | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |         3 | Metamorphic Fungal Stone Bricks                               | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |         4 | Metamorphic Swamp Stone Bricks                                | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |         5 | Metamorphic Desert Stone Bricks                               | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |         6 | Metamorphic Taiga Stone Bricks                                | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |         7 | Metamorphic Mesa Stone Bricks                                 | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |         8 | Chiseled Metamorphic Forest Stone Brick                       | true   |                                                                             |
| Botania                          | botania:biomestoneb                                          |    2026 |     true |    7353 |         9 | Chiseled Metamorphic Plains Stone Brick                       | true   |                                                                             |
| Botania                          | botania:biomestoneb0slab                                     |    2077 |    false |    7388 |         0 | Metamorphic Forest Stone Brick Slab                           | true   |                                                                             |
| Botania                          | botania:biomestoneb0slabfull                                 |    2078 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestoneb0stairs                                   |    2076 |    false |    7387 |         0 | Metamorphic Forest Stone Brick Stairs                         | true   |                                                                             |
| Botania                          | botania:biomestoneb1slab                                     |    2080 |    false |    7390 |         0 | Metamorphic Plains Stone Brick Slab                           | true   |                                                                             |
| Botania                          | botania:biomestoneb1slabfull                                 |    2081 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestoneb1stairs                                   |    2079 |    false |    7389 |         0 | Metamorphic Plains Stone Brick Stairs                         | true   |                                                                             |
| Botania                          | botania:biomestoneb2slab                                     |    2083 |    false |    7392 |         0 | Metamorphic Mountain Stone Brick Slab                         | true   |                                                                             |
| Botania                          | botania:biomestoneb2slabfull                                 |    2084 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestoneb2stairs                                   |    2082 |    false |    7391 |         0 | Metamorphic Mountain Stone Brick Stairs                       | true   |                                                                             |
| Botania                          | botania:biomestoneb3slab                                     |    2086 |    false |    7394 |         0 | Metamorphic Fungal Stone Brick Slab                           | true   |                                                                             |
| Botania                          | botania:biomestoneb3slabfull                                 |    2087 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestoneb3stairs                                   |    2085 |    false |    7393 |         0 | Metamorphic Fungal Stone Brick Stairs                         | true   |                                                                             |
| Botania                          | botania:biomestoneb4slab                                     |    2089 |    false |    7396 |         0 | Metamorphic Swamp Stone Brick Slab                            | true   |                                                                             |
| Botania                          | botania:biomestoneb4slabfull                                 |    2090 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestoneb4stairs                                   |    2088 |    false |    7395 |         0 | Metamorphic Swamp Stone Brick Stairs                          | true   |                                                                             |
| Botania                          | botania:biomestoneb5slab                                     |    2092 |    false |    7398 |         0 | Metamorphic Desert Stone Brick Slab                           | true   |                                                                             |
| Botania                          | botania:biomestoneb5slabfull                                 |    2093 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestoneb5stairs                                   |    2091 |    false |    7397 |         0 | Metamorphic Desert Stone Brick Stairs                         | true   |                                                                             |
| Botania                          | botania:biomestoneb6slab                                     |    2095 |    false |    7400 |         0 | Metamorphic Taiga Stone Brick Slab                            | true   |                                                                             |
| Botania                          | botania:biomestoneb6slabfull                                 |    2096 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestoneb6stairs                                   |    2094 |    false |    7399 |         0 | Metamorphic Taiga Stone Brick Stairs                          | true   |                                                                             |
| Botania                          | botania:biomestoneb7slab                                     |    2098 |    false |    7402 |         0 | Metamorphic Mesa Stone Bricks Slab                            | true   |                                                                             |
| Botania                          | botania:biomestoneb7slabfull                                 |    2099 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:biomestoneb7stairs                                   |    2097 |    false |    7401 |         0 | Metamorphic Mesa Stone Bricks Stairs                          | true   |                                                                             |
| Botania                          | botania:blazeblock                                           |    2185 |    false |    7476 |         0 | Blaze Mesh                                                    | true   | blockBlaze                                                                  |
| Botania                          | botania:brewery                                              |    2165 |    false |    7458 |         0 | Botanical Brewery                                             | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |         1 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |        10 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |        11 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |        12 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |        13 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |        14 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |        15 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |         2 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |         3 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |         4 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |         5 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |         6 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |         7 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |         8 | Air                                                           | true   |                                                                             |
| Botania                          | botania:buriedpetals                                         |    2156 |     true |         |         9 | Air                                                           | true   |                                                                             |
| Botania                          | botania:cacophoniumblock                                     |    2198 |    false |    7489 |         0 | Cacophonium Block                                             | true   |                                                                             |
| Botania                          | botania:cellblock                                            |    2201 |    false |    7492 |         0 | Cellular Block                                                | true   |                                                                             |
| Botania                          | botania:cocoon                                               |    2194 |    false |    7485 |         0 | Cocoon of Caprice                                             | true   |                                                                             |
| Botania                          | botania:conjurationcatalyst                                  |    2153 |    false |    7448 |         0 | Conjuration Catalyst                                          | true   |                                                                             |
| Botania                          | botania:corporeacrystalcube                                  |    2187 |    false |    7478 |         0 | Corporea Crystal Cube                                         | true   |                                                                             |
| Botania                          | botania:corporeafunnel                                       |    2179 |    false |    7471 |         0 | Corporea Funnel                                               | true   |                                                                             |
| Botania                          | botania:corporeaindex                                        |    2178 |    false |    7470 |         0 | Corporea Index                                                | true   |                                                                             |
| Botania                          | botania:corporeainterceptor                                  |    2186 |    false |    7477 |         0 | Corporea Interceptor                                          | true   |                                                                             |
| Botania                          | botania:corporearetainer                                     |    2204 |    false |    7494 |         0 | Corporea Retainer                                             | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |         0 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |         1 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |        10 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |        11 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |        12 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |        13 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |        14 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |        15 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |         2 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |         3 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |         4 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |         5 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |         6 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |         7 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |         8 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:custombrick                                          |    2160 |     true |    7453 |         9 | Azulejo                                                       | true   |                                                                             |
| Botania                          | botania:distributor                                          |    2138 |    false |    7433 |         0 | Mana Splitter                                                 | true   |                                                                             |
| Botania                          | botania:doubleflower1                                        |    2182 |     true |    7474 |         0 | Tall Mystical White Flower                                    | true   | mysticFlowerWhiteDouble                                                     |
| Botania                          | botania:doubleflower1                                        |    2182 |     true |    7474 |         1 | Tall Mystical Orange Flower                                   | true   | mysticFlowerOrangeDouble                                                    |
| Botania                          | botania:doubleflower1                                        |    2182 |     true |    7474 |         2 | Tall Mystical Magenta Flower                                  | true   | mysticFlowerMagentaDouble                                                   |
| Botania                          | botania:doubleflower1                                        |    2182 |     true |    7474 |         3 | Tall Mystical Light Blue Flower                               | true   | mysticFlowerLightBlueDouble                                                 |
| Botania                          | botania:doubleflower1                                        |    2182 |     true |    7474 |         4 | Tall Mystical Yellow Flower                                   | true   | mysticFlowerYellowDouble                                                    |
| Botania                          | botania:doubleflower1                                        |    2182 |     true |    7474 |         5 | Tall Mystical Lime Flower                                     | true   | mysticFlowerLimeDouble                                                      |
| Botania                          | botania:doubleflower1                                        |    2182 |     true |    7474 |         6 | Tall Mystical Pink Flower                                     | true   | mysticFlowerPinkDouble                                                      |
| Botania                          | botania:doubleflower1                                        |    2182 |     true |    7474 |         7 | Tall Mystical Gray Flower                                     | true   | mysticFlowerGrayDouble                                                      |
| Botania                          | botania:doubleflower2                                        |    2183 |     true |    7475 |         0 | Tall Mystical Light Gray Flower                               | true   | mysticFlowerLightGrayDouble                                                 |
| Botania                          | botania:doubleflower2                                        |    2183 |     true |    7475 |         1 | Tall Mystical Cyan Flower                                     | true   | mysticFlowerCyanDouble                                                      |
| Botania                          | botania:doubleflower2                                        |    2183 |     true |    7475 |         2 | Tall Mystical Purple Flower                                   | true   | mysticFlowerPurpleDouble                                                    |
| Botania                          | botania:doubleflower2                                        |    2183 |     true |    7475 |         3 | Tall Mystical Blue Flower                                     | true   | mysticFlowerBlueDouble                                                      |
| Botania                          | botania:doubleflower2                                        |    2183 |     true |    7475 |         4 | Tall Mystical Brown Flower                                    | true   | mysticFlowerBrownDouble                                                     |
| Botania                          | botania:doubleflower2                                        |    2183 |     true |    7475 |         5 | Tall Mystical Green Flower                                    | true   | mysticFlowerGreenDouble                                                     |
| Botania                          | botania:doubleflower2                                        |    2183 |     true |    7475 |         6 | Tall Mystical Red Flower                                      | true   | mysticFlowerRedDouble                                                       |
| Botania                          | botania:doubleflower2                                        |    2183 |     true |    7475 |         7 | Tall Mystical Black Flower                                    | true   | mysticFlowerBlackDouble                                                     |
| Botania                          | botania:dreamwood                                            |    2152 |     true |    7447 |         0 | Dreamwood                                                     | true   | dreamwood                                                                   |
| Botania                          | botania:dreamwood                                            |    2152 |     true |    7447 |         1 | Dreamwood Planks                                              | true   |                                                                             |
| Botania                          | botania:dreamwood                                            |    2152 |     true |    7447 |         2 | Mossy Dreamwood Planks                                        | true   |                                                                             |
| Botania                          | botania:dreamwood                                            |    2152 |     true |    7447 |         3 | Framed Dreamwood                                              | true   |                                                                             |
| Botania                          | botania:dreamwood                                            |    2152 |     true |    7447 |         4 | Pattern Framed Dreamwood                                      | true   |                                                                             |
| Botania                          | botania:dreamwood                                            |    2152 |     true |    7447 |         5 | Glimmering Dreamwood                                          | true   |                                                                             |
| Botania                          | botania:dreamwood0slab                                       |    1991 |    false |    7327 |         0 | Dreamwood Slab                                                | true   |                                                                             |
| Botania                          | botania:dreamwood0slabfull                                   |    1992 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:dreamwood0stairs                                     |    1990 |    false |    7326 |         0 | Dreamwood Stairs                                              | true   |                                                                             |
| Botania                          | botania:dreamwood0wall                                       |    1993 |    false |    7328 |         0 | Dreamwood Wall                                                | true   |                                                                             |
| Botania                          | botania:dreamwood1slab                                       |    1995 |    false |    7330 |         0 | Dreamwood Plank Slab                                          | true   |                                                                             |
| Botania                          | botania:dreamwood1slabfull                                   |    1996 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:dreamwood1stairs                                     |    1994 |    false |    7329 |         0 | Dreamwood Plank Stairs                                        | true   |                                                                             |
| Botania                          | botania:elfglass                                             |    2164 |    false |    7457 |         0 | Alfglass                                                      | true   |                                                                             |
| Botania                          | botania:elfglasspane                                         |    2126 |    false |    7421 |         0 | Alfglass Pane                                                 | true   |                                                                             |
| Botania                          | botania:enchantedsoil                                        |    2176 |    false |    7468 |         0 | Enchanted Soil                                                | true   |                                                                             |
| Botania                          | botania:enchanter                                            |    2141 |    false |    7436 |         0 | Mana Enchanter                                                | true   |                                                                             |
| Botania                          | botania:endereyeblock                                        |    2161 |    false |    7454 |         0 | Ender Overseer                                                | true   |                                                                             |
| Botania                          | botania:fakeair                                              |    2184 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Botania                          | botania:felpumpkin                                           |    2193 |    false |    7484 |         0 | Fel Pumpkin                                                   | true   |                                                                             |
